Landshlutar,Póstnúmer,Age,Gender,Other Category,Flettingar,% Δ,Fjöldi eigna,% Δ,Avg. Time on Page,% Δ
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,female,Reference/General Reference/Dictionaries & Encyclopedias,76,-0.1827956989247312,1,0,7.826086956521739,-0.5164660232812657
Reykjavík,105 Reykjavík (Hlíðar),35-44,male,Arts & Entertainment/TV & Video/Online Video,76,-0.8372591006423983,1,-0.8,6.676923076923077,-0.6652882122199321
Reykjanes,233 Reykjanesbær,35-44,male,Sports/Team Sports/Soccer,76,,1,,4.7727272727272725,
Norðurland,603 Akureyri,25-34,male,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,76,,1,,13.454545454545455,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),45-54,male,Arts & Entertainment/Music & Audio/Pop Music,76,,1,,12.51388888888889,
Garðabær,210 Garðabær,35-44,female,Food & Drink/Cooking & Recipes,76,,1,,12.941176470588236,
Norðurland,603 Akureyri,55-64,female,Arts & Entertainment/Celebrities & Entertainment News,76,,1,,2.681159420289855,
Vesturland,300 Akranes,18-24,male,[Life Events] Job Change/Recently Started New Job,76,0.05555555555555555,1,0,26.246153846153845,2.9076159572437486
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,female,Arts & Entertainment/Music & Audio/Pop Music,76,0.11764705882352941,1,0,2.2333333333333334,-0.25555555555555554
Norðurland,600 Akureyri,65+,female,Arts & Entertainment/TV & Video/Online Video,76,,1,,72.4090909090909,
Reykjavík,101 Reykjavík (Miðborg),25-34,male,Arts & Entertainment/Movies/Science Fiction & Fantasy Films,76,,1,,12.5,
Reykjavík,"102 Reykjavík, international mail sorting station",65+,male,Sports/Team Sports/Soccer,76,-0.5421686746987951,1,-0.5,12.150684931506849,-0.16886312251387398
Suðurland,820 Eyrarbakki,45-54,male,Arts & Entertainment/TV & Video/Online Video,76,,1,,6.779411764705882,
Vesturland,300 Akranes,25-34,male,Arts & Entertainment/Music & Audio/Rock Music/Indie & Alternative Music,76,,1,,12.904761904761905,
Reykjanes,233 Reykjanesbær,25-34,female,Food & Drink/Cooking & Recipes,75,,1,,56.078125,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,male,Arts & Entertainment/Music & Audio/Pop Music,75,,1,,3.5806451612903225,
Reykjavík,"102 Reykjavík, international mail sorting station",25-34,female,[Life Events] Moving/Recently Moved,75,-0.6724890829694323,1,-0.6666666666666666,15.541666666666666,0.843313953488372
Vesturland,300 Akranes,25-34,female,Arts & Entertainment/TV & Video/TV Shows & Programs/TV Dramas,75,,1,,15.415384615384616,
Reykjanes,260 Reykjanesbær,25-34,female,Pets & Animals/Pets/Dogs,75,,1,,4,
Vesturland,311 Borgarnes,18-24,male,[Life Events] Moving/Moving Soon,75,,1,,56.774193548387096,
Reykjavík,"102 Reykjavík, international mail sorting station",18-24,male,Arts & Entertainment/TV & Video/Online Video,75,-0.6268656716417911,1,-0.6666666666666666,9.691176470588236,-0.3088124889595477
Vesturland,300 Akranes,65+,female,Food & Drink/Cooking & Recipes,75,,1,,25.61764705882353,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",18-24,female,Arts & Entertainment/TV & Video/Online Video,75,-0.8538011695906432,1,-0.8571428571428571,19.81159420289855,-0.1556730379287529
Vesturland,310 Borgarnes,65+,female,Travel & Transportation/Hotels & Accommodations,74,,1,,15.818181818181818,
Reykjavík,109 Reykjavík (Breiðholt),18-24,female,[Life Events] Moving/Recently Moved,74,-0.20430107526881722,1,0,6.390625,-0.2455512152777778
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,male,Finance/Investing/Stocks & Bonds,74,,1,,8.656716417910447,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",55-64,female,Sports/Team Sports/Soccer,74,-0.63,1,-0.6666666666666666,9.95890410958904,-0.33265075554300244
Suðurland,810 Hveragerði,25-34,male,[Life Events] Job Change/Starting New Job Soon,74,-0.7635782747603834,1,-0.6666666666666666,8.233333333333333,-0.6668873522632535
Reykjavík,109 Reykjavík (Breiðholt),18-24,male,Sports/Team Sports/Soccer,74,-0.3565217391304348,1,-0.5,31.9375,0.05596322537112007
Garðabær,210 Garðabær,65+,male,Arts & Entertainment/TV & Video/Online Video,74,0.05714285714285714,1,0,9.438356164383562,-0.6649104320337198
Norðurland,625 Ólafsfjörður,25-34,male,Sports/Team Sports/Soccer,74,,1,,2.3934426229508197,
Reykjavík,109 Reykjavík (Breiðholt),18-24,female,[Life Events] Job Change/Recently Started New Job,74,0.2982456140350877,1,0,5.777777777777778,-0.36494252873563215
Garðabær,210 Garðabær,18-24,female,Arts & Entertainment/Celebrities & Entertainment News,74,-0.23711340206185566,1,-0.5,24.515151515151516,6.253546702984906
Vestfirðir,450 Patreksfjörður,45-54,male,Arts & Entertainment/Celebrities & Entertainment News,74,,1,,5.586206896551724,
Reykjavík,"102 Reykjavík, international mail sorting station",35-44,male,News/Sports News,72,,1,,7.419354838709677,
Vesturland,311 Borgarnes,25-34,female,[Life Events] Moving/Moving Soon,72,0.07462686567164178,1,0,1.8392857142857142,-0.7372448979591837
Reykjavík,112 Reykjavík (Grafarvogur),35-44,male,Arts & Entertainment/TV & Video/Online Video,72,,1,,26.106060606060606,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",55-64,female,Reference/General Reference/Dictionaries & Encyclopedias,72,-0.6149732620320856,1,-0.6666666666666666,26.045454545454547,0.7417331412306288
Reykjavík,110 Reykjavík (Árbær),65+,female,Pets & Animals/Pets/Dogs,72,,1,,36.193548387096776,
Vesturland,300 Akranes,65+,female,Law & Government/Government/Royalty,72,0.18032786885245902,1,0,31.389830508474578,-0.335306095542241
Hafnafjörður,220 Hafnarfjörður,35-44,female,[Life Events] Job Change/Recently Started New Job,72,,1,,26.65573770491803,
Mosfellsbær,276 Mosfellsbær,55-64,male,News/Sports News,72,,1,,5.292307692307692,
Reykjavík,"102 Reykjavík, international mail sorting station",25-34,male,Finance/Investing/Stocks & Bonds,72,,1,,7.838235294117647,
Reykjavík,110 Reykjavík (Árbær),65+,female,Law & Government/Government/Royalty,72,,1,,36.40983606557377,
Álftanes,225 Álftanes,18-24,female,Arts & Entertainment/Celebrities & Entertainment News,72,,1,,5.868852459016393,
Mosfellsbær,270 Mosfellsbær,25-34,male,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,72,,1,,4.203389830508475,
Reykjanes,260 Reykjanesbær,25-34,female,Food & Drink/Cooking & Recipes,72,,1,,0.9454545454545454,
Hafnafjörður,220 Hafnarfjörður,18-24,female,Arts & Entertainment/TV & Video/Online Video,72,,1,,43.06896551724138,
Reykjavík,104 Reykjavík (Laugardalur),45-54,male,Arts & Entertainment/Celebrities & Entertainment News,72,,1,,6.258064516129032,
Vesturland,300 Akranes,25-34,male,Reference/Humanities/History,72,,1,,3.482142857142857,
Austurland,730 Reyðarfjörður,25-34,male,Sports/Team Sports/Soccer,72,,1,,33.172413793103445,
Vestfirðir,450 Patreksfjörður,25-34,male,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,72,,1,,4.071428571428571,
Vesturland,300 Akranes,25-34,female,Reference/Humanities/History,72,,1,,4.4,
Vesturland,300 Akranes,25-34,female,Pets & Animals/Pets/Cats,72,,1,,5.559322033898305,
Vesturland,310 Borgarnes,35-44,female,[Life Events] Purchasing a Home/Recently Purchased a Home,72,,1,,43.645161290322584,
Reykjavík,107 Reykjavík (Vesturbær),45-54,male,Arts & Entertainment/TV & Video/Online Video,72,0.2413793103448276,1,0,3.7464788732394365,-0.4589553670798634
Suðurland,851 Hella,25-34,male,Sports/Team Sports/Soccer,72,,1,,9.203703703703704,
Reykjanes,240 Grindavík,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,72,,1,,1.4821428571428572,
Vesturland,311 Borgarnes,55-64,female,Arts & Entertainment/Celebrities & Entertainment News,72,-0.28,1,0,7.8474576271186445,0.003327915795991107
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),35-44,female,Arts & Entertainment/TV & Video/Online Video,72,0.44,1,0,15.852941176470589,-0.7861563690224291
Mosfellsbær,276 Mosfellsbær,55-64,female,Law & Government/Government/Royalty,72,,1,,7.098360655737705,
Reykjanes,233 Reykjanesbær,25-34,female,Food & Drink/Food/Baked Goods,72,,1,,5.360655737704918,
Reykjavík,110 Reykjavík (Árbær),45-54,female,Food & Drink/Cooking & Recipes,72,,1,,30.12121212121212,
Reykjavík,109 Reykjavík (Breiðholt),45-54,female,Sports/Team Sports/Soccer,72,0.058823529411764705,1,0,3.2241379310344827,-0.9461466555878687
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",18-24,male,Arts & Entertainment/Humor/Funny Pictures & Videos,72,,1,,8.307692307692308,
Norðurland,603 Akureyri,55-64,female,Hobbies & Leisure/Crafts/Fiber & Textile Arts,72,,1,,2.152542372881356,
Vesturland,300 Akranes,35-44,male,[Life Events] Job Change/Recently Started New Job,72,,1,,9.810344827586206,
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",25-34,male,[Life Events] Job Change/Recently Started New Job,72,-0.25773195876288657,1,0,2.2096774193548385,-0.912305230354586
Reykjavík,105 Reykjavík (Hlíðar),25-34,male,Finance/Investing/Stocks & Bonds,72,,1,,12.492307692307692,
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",18-24,male,Online Communities/Feed Aggregation & Social Bookmarking,72,0.2631578947368421,1,0,14.985507246376812,2.094173560992783
Mosfellsbær,276 Mosfellsbær,65+,female,Law & Government/Government/Executive Branch,72,,1,,40.483870967741936,
Mosfellsbær,276 Mosfellsbær,55-64,male,Arts & Entertainment/Music & Audio/Rock Music/Classic Rock & Oldies,72,,1,,4.030769230769231,
Vestfirðir,450 Patreksfjörður,25-34,male,[Life Events] Moving/Moving Soon,72,,1,,43,
Vesturland,310 Borgarnes,18-24,male,[Life Events] Job Change/Starting New Job Soon,72,,1,,6.709677419354839,
Vestfirðir,450 Patreksfjörður,35-44,male,Arts & Entertainment/TV & Video/Online Video,72,,1,,18.85483870967742,
Mosfellsbær,270 Mosfellsbær,65+,female,Reference/General Reference/Dictionaries & Encyclopedias,72,,1,,19.558823529411764,
Reykjanes,233 Reykjanesbær,25-34,male,[Life Events] Job Change/Recently Started New Job,72,,1,,22.5,
Vesturland,311 Borgarnes,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,72,-0.7230769230769231,1,-0.5,6.870967741935484,-0.2568899018232818
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,Law & Government/Government/Royalty,72,-0.8690909090909091,1,-0.8,4.774193548387097,-0.8045676394837572
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),18-24,male,Online Communities/Feed Aggregation & Social Bookmarking,72,,1,,9.681159420289855,
Reykjavík,109 Reykjavík (Breiðholt),65+,male,Arts & Entertainment/Celebrities & Entertainment News,72,,1,,12.661290322580646,
Vesturland,301 Akranes,18-24,male,Sports/Team Sports/Soccer,71,0.12698412698412698,1,0,3.0689655172413794,-0.7478214381181503
Garðabær,210 Garðabær,25-34,male,Food & Drink/Cooking & Recipes,71,,1,,15.873015873015873,
Vesturland,310 Borgarnes,35-44,female,Arts & Entertainment/Music & Audio/Pop Music,71,,1,,7.238095238095238,
Reykjanes,260 Reykjanesbær,65+,female,Sports/Team Sports/Soccer,71,,1,,41.40625,
Norðurland,603 Akureyri,18-24,male,Sports/Team Sports/Soccer,71,,1,,10.80327868852459,
Reykjavík,109 Reykjavík (Breiðholt),65+,female,Hobbies & Leisure/Crafts/Fiber & Textile Arts,71,,1,,13.017241379310345,
Hafnafjörður,221 Hafnarfjörður,18-24,male,Sports/Team Sports/Soccer,71,,1,,5.447761194029851,
Reykjanes,260 Reykjanesbær,25-34,male,[Life Events] Job Change/Starting New Job Soon,71,,1,,30.228070175438596,
Reykjanes,260 Reykjanesbær,25-34,female,Shopping/Classifieds,71,,1,,14.1,
Hafnafjörður,221 Hafnarfjörður,25-34,female,Food & Drink/Cooking & Recipes,71,,1,,2.4153846153846152,
Norðurland,640 Húsavík,25-34,male,Sports/Combat Sports/Martial Arts/Mixed Martial Arts/Ultimate Fighting Championship (UFC),71,,1,,33.59016393442623,
Reykjavík,109 Reykjavík (Breiðholt),18-24,female,Arts & Entertainment/TV & Video/Online Video,69,-0.15853658536585366,1,0,23.360655737704917,2.5722531912788202
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),65+,female,Arts & Entertainment/TV & Video/Online Video,69,-0.2247191011235955,1,0,21.610169491525422,-0.16527242307412535
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",45-54,female,Sports/Team Sports/Soccer,69,,1,,5.049180327868853,
Vesturland,311 Borgarnes,65+,female,Hobbies & Leisure/Crafts/Fiber & Textile Arts,69,,1,,4.732142857142857,
Vesturland,311 Borgarnes,18-24,male,[Life Events] Job Change/Starting New Job Soon,69,-0.15853658536585366,1,0,22.142857142857142,2.1566337226714585
Reykjavík,111 Reykjavík (Breiðholt),25-34,female,News/Politics,69,,1,,5.016949152542373,
Vesturland,310 Borgarnes,55-64,female,Travel & Transportation/Hotels & Accommodations,69,,1,,16.112903225806452,
Norðurland,603 Akureyri,25-34,female,Food & Drink/Cooking & Recipes,69,,1,,4.827586206896552,
Vesturland,301 Akranes,55-64,male,News/Sports News,69,,1,,28.596153846153847,
Reykjavík,110 Reykjavík (Árbær),18-24,male,[Life Events] Moving/Recently Moved,69,,1,,39.23809523809524,
Mosfellsbær,270 Mosfellsbær,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,69,0.13114754098360656,1,0,11.10344827586207,4.06662202879143
Vesturland,301 Akranes,65+,female,Food & Drink/Cooking & Recipes,69,,1,,7.571428571428571,
Vestfirðir,450 Patreksfjörður,35-44,female,Arts & Entertainment/TV & Video/Online Video,69,,1,,66.75862068965517,
Reykjavík,107 Reykjavík (Vesturbær),18-24,female,Arts & Entertainment/Celebrities & Entertainment News,68,-0.423728813559322,1,-0.5,8.485294117647058,-0.4657791600747879
Vesturland,340 Stykkishólmur,25-34,male,Sports/Team Sports/Soccer,68,-0.6284153005464481,1,-0.5,15.05,0.5662895927601812
Reykjavík,111 Reykjavík (Breiðholt),18-24,female,[Life Events] Moving/Recently Moved,68,,1,,34.266666666666666,
Vesturland,300 Akranes,25-34,male,Pets & Animals/Pets/Dogs,68,,1,,3.327272727272727,
Reykjanes,230 Reykjanesbær,65+,female,Sports/Team Sports/Soccer,68,,1,,12.934426229508198,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",45-54,female,Arts & Entertainment/Music & Audio/Pop Music,68,-0.30612244897959184,1,-0.5,10.62295081967213,-0.6396090998172621
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),55-64,male,News/Politics,68,,1,,6.945454545454545,
Vesturland,311 Borgarnes,25-34,male,[Life Events] Moving/Recently Moved,68,-0.41379310344827586,1,0,13.275862068965518,0.6899719431622773
Reykjavík,111 Reykjavík (Breiðholt),18-24,male,[Life Events] Moving/Moving Soon,68,,1,,1.5333333333333334,
Reykjavík,111 Reykjavík (Breiðholt),25-34,male,[Life Events] Job Change/Starting New Job Soon,68,-0.13924050632911392,1,0,4.147540983606557,-0.9010261100332521
Suðurland,810 Hveragerði,55-64,female,Arts & Entertainment/Celebrities & Entertainment News,68,-0.5853658536585366,1,-0.5,37.4,4.023333333333333
Reykjanes,250 Garður,25-34,female,Pets & Animals/Pets/Dogs,68,,1,,6.634615384615385,
Reykjavík,105 Reykjavík (Hlíðar),25-34,male,Games/Computer & Video Games/Shooter Games,68,0.23636363636363636,1,0,8.673076923076923,-0.5257734367697915
Vestfirðir,450 Patreksfjörður,35-44,male,News/Sports News,68,,1,,37.5,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,male,[Life Events] Moving/Recently Moved,68,,1,,10.366666666666667,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",65+,female,Arts & Entertainment/Music & Audio/Rock Music/Indie & Alternative Music,68,,1,,9.790322580645162,
Reykjavík,104 Reykjavík (Laugardalur),25-34,male,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,68,,1,,1.3333333333333333,
Vestfirðir,450 Patreksfjörður,25-34,female,[Life Events] Job Change/Recently Started New Job,68,,1,,21.655172413793103,
Reykjavík,170 Seltjarnarnes,25-34,male,Arts & Entertainment/TV & Video/Online Video,68,-0.7792207792207793,1,-0.75,20.661538461538463,-0.2974321473773028
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),65+,female,Law & Government/Government/Executive Branch,68,,1,,4.947368421052632,
Garðabær,210 Garðabær,25-34,female,Arts & Entertainment/Music & Audio/Pop Music,68,-0.577639751552795,1,-0.5,5.311475409836065,-0.5381325730577334
Vesturland,300 Akranes,45-54,female,Travel & Transportation/Hotels & Accommodations,68,,1,,2.618181818181818,
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",18-24,male,[Life Events] Job Change/Starting New Job Soon,68,0.25925925925925924,1,0,15.6,34.305263157894736
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,female,Home & Garden/Home & Interior Decor,68,-0.5466666666666666,1,-0.5,41.81967213114754,8.140227741238835
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,male,Internet & Telecom/Mobile & Wireless/Mobile Phones/Smart Phones,68,0.25925925925925924,1,0,47.62068965517241,-0.02225368883453746
Reykjavík,105 Reykjavík (Hlíðar),45-54,male,Arts & Entertainment/TV & Video/Online Video,68,-0.711864406779661,1,-0.75,11.131147540983607,1.0598564844524823
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),35-44,female,Sports/Team Sports/Soccer,68,0,1,0,26.609375,1.7496354166666663
Reykjavík,112 Reykjavík (Grafarvogur),45-54,male,Arts & Entertainment/TV & Video/Online Video,68,,1,,4.569230769230769,
Mosfellsbær,270 Mosfellsbær,25-34,male,Sports/Team Sports/American Football,68,,1,,20.366666666666667,
Suðurland,800 Selfoss,65+,female,Arts & Entertainment/Celebrities & Entertainment News,68,-0.5436241610738255,1,-0.5,5.327868852459017,-0.8616137960400254
Reykjavík,101 Reykjavík (Miðborg),45-54,female,Food & Drink/Cooking & Recipes,68,,1,,5.807017543859649,
Vesturland,311 Borgarnes,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,68,-0.8147138964577657,1,-0.5,2.9074074074074074,-0.6234459128732257
Reykjanes,250 Garður,25-34,female,[Life Events] Moving/Moving Soon,68,,1,,26.26,
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",65+,male,News/Sports News,68,,1,,9.951612903225806,
Norð-Austurland,550 Sauðárkrókur,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,68,,1,,1.7454545454545454,
Reykjavík,109 Reykjavík (Breiðholt),25-34,female,Arts & Entertainment/Humor/Funny Pictures & Videos,68,-0.4426229508196721,1,0,18.436363636363637,-0.4089378238341968
Reykjanes,260 Reykjanesbær,25-34,female,[Life Events] Moving/Moving Soon,68,,1,,3.2083333333333335,
Reykjanes,230 Reykjanesbær,25-34,male,[Life Events] Job Change/Recently Started New Job,68,-0.0684931506849315,1,0,49.25,0.7882440476190478
Vesturland,301 Akranes,55-64,female,Arts & Entertainment/Celebrities & Entertainment News,68,,1,,43.56140350877193,
Norð-Austurland,530 Hvammstangi,25-34,male,Sports/Team Sports/Soccer,68,,1,,19.574074074074073,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),65+,male,Arts & Entertainment/Music & Audio/Pop Music,68,,1,,4.15,
Mosfellsbær,276 Mosfellsbær,25-34,female,Law & Government/Government/Royalty,68,,1,,2.5636363636363635,
Reykjavík,110 Reykjavík (Árbær),25-34,male,News/Business News/Financial Markets News,68,,1,,28.822580645161292,
Norðurland,640 Húsavík,45-54,male,Arts & Entertainment/TV & Video/Online Video,66,,1,,5.603448275862069,
Vesturland,301 Akranes,65+,male,News/Sports News,66,,1,,10.057692307692308,
Reykjavík,112 Reykjavík (Grafarvogur),25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,66,0.40425531914893614,1,0,9.841269841269842,-0.14098972922502334
Hafnafjörður,220 Hafnarfjörður,25-34,female,[Life Events] Moving/Moving Soon,66,,1,,3.909090909090909,
Reykjavík,110 Reykjavík (Árbær),25-34,male,Arts & Entertainment/Celebrities & Entertainment News,66,-0.25,1,0,39.57692307692308,2.4635580289022534
Suðurland,810 Hveragerði,35-44,male,Arts & Entertainment/Celebrities & Entertainment News,66,-0.31958762886597936,1,0,28.654545454545456,9.37021645021645
Álftanes,225 Álftanes,35-44,male,Sports/Team Sports/Soccer,66,-0.7226890756302521,1,-0.5,0.9038461538461539,-0.9361794397838761
Suðurland,810 Hveragerði,65+,female,Pets & Animals/Pets/Dogs,66,0.32,1,0,7.660714285714286,-0.7200892857142858
Reykjavík,112 Reykjavík (Grafarvogur),65+,male,Arts & Entertainment/TV & Video/Online Video,65,,1,,5.225806451612903,
Hafnafjörður,220 Hafnarfjörður,18-24,female,[Life Events] Moving/Moving Soon,65,,1,,64.98245614035088,
Vestfirðir,470 Þingeyri,25-34,male,News/Sports News,65,-0.09722222222222222,1,0,25.6734693877551,1.733297121129821
Reykjavík,113 Reykjavík (Grafarholt og Úlfarsárdalur),65+,male,Sports/Team Sports/Soccer,65,,1,,14.53225806451613,
Norðurland,603 Akureyri,25-34,female,Sports/Team Sports/Soccer,65,,1,,4.654545454545454,
Vesturland,300 Akranes,25-34,female,Arts & Entertainment/TV & Video/TV Shows & Programs/TV Reality Shows,65,,1,,1.8235294117647058,
Reykjavík,105 Reykjavík (Hlíðar),65+,male,Business & Industrial/Shipping & Logistics/Freight Transport/Maritime Transport,65,,1,,3.76271186440678,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,male,Games/Computer & Video Games/Shooter Games,64,-0.1111111111111111,1,0,4.426229508196721,-0.48693999806757055
Reykjavík,101 Reykjavík (Miðborg),18-24,female,[Life Events] Moving/Moving Soon,64,,1,,40.28125,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,male,Internet & Telecom/Search Engines,64,,1,,13.516666666666667,
Mosfellsbær,276 Mosfellsbær,45-54,female,Travel & Transportation/Hotels & Accommodations,64,,1,,14.5,
Suðurland,820 Eyrarbakki,55-64,female,Hobbies & Leisure/Crafts/Fiber & Textile Arts,64,,1,,3.6862745098039214,
Vesturland,310 Borgarnes,25-34,female,Food & Drink/Cooking & Recipes,64,,1,,19.29310344827586,
Mosfellsbær,276 Mosfellsbær,55-64,female,Pets & Animals/Pets/Dogs,64,,1,,6.132075471698113,
Garðabær,210 Garðabær,25-34,female,Arts & Entertainment/Humor/Funny Pictures & Videos,64,-0.632183908045977,1,-0.5,48.03921568627451,3.6122843998992433
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",35-44,female,Arts & Entertainment/TV & Video/Online Video,64,,1,,39.62068965517241,
Mosfellsbær,276 Mosfellsbær,45-54,female,Sports/Team Sports/Soccer,64,,1,,4.294117647058823,
Norðurland,600 Akureyri,55-64,female,Hobbies & Leisure/Crafts/Fiber & Textile Arts,64,,1,,5.611111111111111,
Reykjavík,113 Reykjavík (Grafarholt og Úlfarsárdalur),35-44,male,Sports/Team Sports/Soccer,64,,1,,6.507936507936508,
Vesturland,310 Borgarnes,25-34,female,News/Business News/Financial Markets News,64,,1,,33.34426229508197,
Mosfellsbær,270 Mosfellsbær,18-24,female,[Life Events] Moving/Recently Moved,64,,1,,60.56896551724138,
Reykjanes,230 Reykjanesbær,25-34,female,Arts & Entertainment/Online Media/Online Image Galleries,64,0.3617021276595745,1,0,7.867924528301887,-0.4446170921198668
Vesturland,300 Akranes,25-34,male,[Life Events] Purchasing a Home/Purchasing a Home Soon,64,,1,,13.78,
Garðabær,210 Garðabær,25-34,male,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,64,,1,,43.574074074074076,
Vesturland,301 Akranes,65+,male,Business & Industrial/Shipping & Logistics/Freight Transport/Maritime Transport,64,,1,,105.3859649122807,
Reykjavík,170 Seltjarnarnes,25-34,female,Arts & Entertainment/Celebrities & Entertainment News,64,-0.8525345622119815,1,-0.6666666666666666,2.625,-0.8269477739726028
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",25-34,male,[Life Events] Job Change/Starting New Job Soon,64,0,1,0,7.12962962962963,-0.8538169464428458
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,female,[Life Events] Moving/Moving Soon,64,-0.2558139534883721,1,0,3.9019607843137254,-0.904488557825219
Vesturland,301 Akranes,25-34,female,[Life Events] Job Change/Recently Started New Job,64,,1,,18.285714285714285,
Hafnafjörður,221 Hafnarfjörður,45-54,female,Arts & Entertainment/Celebrities & Entertainment News,64,,1,,4.625,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,male,Sports/Combat Sports/Martial Arts/Mixed Martial Arts/Ultimate Fighting Championship (UFC),64,,1,,24.625,
Reykjanes,230 Reykjanesbær,18-24,male,Sports/Team Sports/Soccer,64,,1,,6.764705882352941,
Suðurland,810 Hveragerði,35-44,female,Arts & Entertainment/TV & Video/Online Video,64,-0.6444444444444445,1,-0.5,3.517857142857143,0.10856842737094835
Suðurland,810 Hveragerði,65+,female,Law & Government/Government/Royalty,64,-0.30434782608695654,1,0,4.196078431372549,-0.851597579792306
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",45-54,female,Arts & Entertainment/Celebrities & Entertainment News,64,,1,,17.98148148148148,
Reykjavík,101 Reykjavík (Miðborg),35-44,male,News/Sports News,64,-0.3118279569892473,1,-0.5,5.264150943396227,-0.2573787061994608
Suðurland,815 Þorlákshöfn,25-34,male,Arts & Entertainment/TV & Video/Online Video,64,-0.3118279569892473,1,0,39.48148148148148,0.9990623534927332
Reykjanes,250 Garður,25-34,female,Arts & Entertainment/Comics & Animation/Comics,64,,1,,26.72,
Reykjavík,109 Reykjavík (Breiðholt),55-64,male,Sports/Team Sports/Soccer,64,-0.1111111111111111,1,0,12.245901639344263,-0.8322479227487087
Mosfellsbær,276 Mosfellsbær,55-64,male,Arts & Entertainment/Music & Audio/Pop Music,64,,1,,6.947368421052632,
Reykjavík,110 Reykjavík (Árbær),25-34,male,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,64,,1,,3.413793103448276,
Reykjavík,112 Reykjavík (Grafarvogur),25-34,male,Arts & Entertainment/Celebrities & Entertainment News,64,,1,,59.509803921568626,
Reykjavík,110 Reykjavík (Árbær),35-44,male,Autos & Vehicles/Motor Vehicles (By Type)/Hybrid & Alternative Vehicles/Electric & Plug-In Vehicles,64,,1,,10.055555555555555,
Reykjavík,109 Reykjavík (Breiðholt),65+,female,Pets & Animals/Pets/Dogs,64,,1,,5.666666666666667,
Mosfellsbær,276 Mosfellsbær,45-54,female,Law & Government/Government/Royalty,64,,1,,3.1320754716981134,
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",25-34,female,[Life Events] Moving/Moving Soon,62,-0.08823529411764706,1,0,3.7884615384615383,-0.8912571225071224
Reykjanes,260 Reykjanesbær,25-34,female,[Life Events] Job Change/Recently Started New Job,62,,1,,2.7045454545454546,
Suðurland,820 Eyrarbakki,65+,female,Arts & Entertainment/Celebrities & Entertainment News,62,,1,,9.596153846153847,
Reykjavík,101 Reykjavík (Miðborg),18-24,male,Arts & Entertainment/Humor/Funny Pictures & Videos,62,-0.38,1,-0.5,29.64406779661017,0.7415655749113995
Reykjavík,105 Reykjavík (Hlíðar),45-54,female,Reference/General Reference/Dictionaries & Encyclopedias,62,-0.41509433962264153,1,-0.5,22.982142857142858,1.3311545125216573
