Landshlutar,Póstnúmer,Age,Gender,Other Category,Flettingar,% Δ,Fjöldi eigna,% Δ,Avg. Time on Page,% Δ
Mosfellsbær,270 Mosfellsbær,25-34,female,Arts & Entertainment/TV & Video/Online Video,299,1.2313432835820894,3,0.5,14.320610687022901,2.0073282442748095
Reykjavík,109 Reykjavík (Breiðholt),25-34,male,[Life Events] Moving/Moving Soon,297,0.7167630057803468,3,0.5,8.774193548387096,-0.690941471315868
Hafnafjörður,221 Hafnarfjörður,25-34,female,Arts & Entertainment/TV & Video/Online Video,297,2.193548387096774,4,3,7.96028880866426,-0.05136454611773074
Hafnafjörður,220 Hafnarfjörður,35-44,male,Arts & Entertainment/TV & Video/Online Video,297,0.7167630057803468,3,0.5,8.777358490566037,-0.7599275514314918
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,295,-0.694300518134715,3,-0.7272727272727273,17.612648221343875,-0.0339194279951345
Reykjavík,111 Reykjavík (Breiðholt),25-34,female,Arts & Entertainment/TV & Video/Online Video,293,2.7088607594936707,2,1,14.338345864661655,-0.4455634252117942
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",18-24,male,Sports/Team Sports/Soccer,291,-0.3004807692307692,4,0,5.126530612244898,-0.7729229998747965
Vesturland,310 Borgarnes,35-44,male,Sports/Team Sports/Soccer,291,,3,,33.935222672064775,
Reykjanes,250 Garður,25-34,male,Sports/Team Sports/Soccer,290,,2,,55.06299212598425,
Garðabær,210 Garðabær,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,290,0.11538461538461539,3,-0.25,14.024793388429751,-0.17569509058070162
Mosfellsbær,276 Mosfellsbær,25-34,male,Arts & Entertainment/TV & Video/Online Video,289,,1,,30.131474103585656,
Mosfellsbær,270 Mosfellsbær,18-24,male,Arts & Entertainment/TV & Video/Online Video,289,1.125,3,0.5,7.8700787401574805,-0.52389991122787
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),45-54,male,News/Sports News,287,,2,,27.751020408163264,
Mosfellsbær,276 Mosfellsbær,35-44,male,Sports/Team Sports/Soccer,287,,1,,15.02834008097166,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),65+,female,Law & Government/Government/Royalty,286,,3,,28.954198473282442,
Mosfellsbær,276 Mosfellsbær,25-34,female,Arts & Entertainment/TV & Video/Online Video,286,,1,,20.2,
Hafnafjörður,220 Hafnarfjörður,25-34,male,[Life Events] Job Change/Starting New Job Soon,285,1.3360655737704918,3,0.5,14.116182572614107,-0.6450537092333346
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,female,[Life Events] Moving/Moving Soon,280,-0.5888399412628488,3,-0.625,12.346613545816734,0.11547835806096891
Vesturland,310 Borgarnes,45-54,female,Arts & Entertainment/TV & Video/Online Video,280,,2,,7.51417004048583,
Garðabær,210 Garðabær,45-54,female,Arts & Entertainment/Celebrities & Entertainment News,278,-0.4021505376344086,3,-0.25,4.677290836653387,-0.5998747717011795
Norðurland,603 Akureyri,18-24,male,Arts & Entertainment/TV & Video/Online Video,278,,3,,18.097165991902834,
Reykjavík,107 Reykjavík (Vesturbær),25-34,male,[Life Events] Moving/Moving Soon,276,1.967741935483871,3,2,11.104,-0.49836921360847747
Reykjavík,109 Reykjavík (Breiðholt),35-44,female,Arts & Entertainment/TV & Video/Online Video,276,0.22666666666666666,3,0.5,14.10655737704918,-0.2902127347164401
Norðurland,603 Akureyri,35-44,male,Arts & Entertainment/TV & Video/Online Video,275,3.5081967213114753,3,2,9.38888888888889,-0.34305150631681236
Reykjanes,230 Reykjanesbær,25-34,male,News/Sports News,275,0.9784172661870504,3,0.5,26.11946902654867,-0.1913698630136986
Reykjavík,107 Reykjavík (Vesturbær),25-34,female,[Life Events] Job Change/Recently Started New Job,274,-0.2594594594594595,3,0,15.928838951310862,0.38281085902545
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,male,Sports/Team Sports/Soccer,274,0.4421052631578947,2,1,38.389763779527556,0.16573971491964087
Reykjavík,109 Reykjavík (Breiðholt),35-44,female,Arts & Entertainment/Celebrities & Entertainment News,273,-0.2132564841498559,3,0.5,18.979674796747968,-0.27966160305497834
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",35-44,female,Arts & Entertainment/Celebrities & Entertainment News,273,1.935483870967742,4,3,16.12970711297071,8.042411563332065
Reykjavík,113 Reykjavík (Grafarholt og Úlfarsárdalur),25-34,male,Arts & Entertainment/TV & Video/Online Video,272,1.305084745762712,3,0.5,27.052208835341364,0.01763794991879745
Hafnafjörður,220 Hafnarfjörður,65+,female,Arts & Entertainment/TV & Video/Online Video,272,1.1935483870967742,4,1,12.82213438735178,-0.6847235137096249
Garðabær,210 Garðabær,25-34,female,Food & Drink/Cooking & Recipes,272,2.317073170731707,3,2,5.729166666666667,-0.8152687000726216
Garðabær,210 Garðabær,35-44,female,Arts & Entertainment/TV & Video/Online Video,270,0.4594594594594595,3,0.5,14.186046511627907,-0.22261455416210074
Reykjavík,110 Reykjavík (Árbær),35-44,female,Arts & Entertainment/Celebrities & Entertainment News,268,0.12133891213389121,3,0,29.46311475409836,2.725017518579564
Mosfellsbær,270 Mosfellsbær,45-54,male,Arts & Entertainment/TV & Video/Online Video,268,2.7222222222222223,3,2,5.510288065843621,-0.4273806268884823
Vesturland,310 Borgarnes,45-54,male,Arts & Entertainment/TV & Video/Online Video,266,,3,,18.480176211453745,
Reykjavík,107 Reykjavík (Vesturbær),45-54,female,Arts & Entertainment/Celebrities & Entertainment News,266,0.5833333333333334,3,0.5,14.704724409448819,-0.1172609281701909
Vesturland,301 Akranes,45-54,male,Sports/Team Sports/Soccer,265,1.8494623655913978,2,1,11.671296296296296,-0.6204065840232986
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),35-44,male,Arts & Entertainment/Celebrities & Entertainment News,263,,3,,17.4235807860262,
Vesturland,310 Borgarnes,65+,female,Arts & Entertainment/TV & Video/Online Video,262,,2,,14.713656387665198,
Garðabær,210 Garðabær,25-34,female,[Life Events] Purchasing a Home/Recently Purchased a Home,262,4.24,2,1,48.95798319327731,7.12887268114793
Norðurland,603 Akureyri,25-34,male,News/Sports News,260,,3,,12.06578947368421,
Reykjavík,101 Reykjavík (Miðborg),25-34,female,[Life Events] Moving/Moving Soon,260,-0.35802469135802467,4,-0.3333333333333333,23.923728813559322,-0.0364091477983843
Reykjavík,104 Reykjavík (Laugardalur),45-54,female,Arts & Entertainment/Music & Audio/Pop Music,260,,1,,30.429133858267715,
Suðurland,800 Selfoss,25-34,male,Arts & Entertainment/TV & Video/Online Video,259,-0.18808777429467086,3,0,20.847389558232933,0.3430574189607668
Reykjavík,110 Reykjavík (Árbær),65+,male,Arts & Entertainment/TV & Video/Online Video,259,,3,,23.810126582278482,
Reykjavík,107 Reykjavík (Vesturbær),25-34,female,Reference/General Reference/Dictionaries & Encyclopedias,259,1.9101123595505618,4,3,12.872,-0.2742789317507418
Reykjavík,110 Reykjavík (Árbær),25-34,female,[Life Events] Moving/Recently Moved,258,0.72,3,0.5,20.83682008368201,0.42300234717828367
Suðurland,810 Hveragerði,18-24,male,Arts & Entertainment/TV & Video/Online Video,257,0.13716814159292035,3,0.5,15.848780487804879,1.0263280988974275
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",65+,female,Arts & Entertainment/TV & Video/Online Video,256,-0.6751269035532995,2,-0.7142857142857143,20.574468085106382,0.10699244774367474
Reykjavík,110 Reykjavík (Árbær),18-24,male,Online Communities/Feed Aggregation & Social Bookmarking,256,,3,,32.07142857142857,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),65+,male,Arts & Entertainment/Celebrities & Entertainment News,254,,2,,33.82083333333333,
Vesturland,310 Borgarnes,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,254,,3,,42.80295566502463,
Hafnafjörður,220 Hafnarfjörður,25-34,female,Arts & Entertainment/Humor/Funny Pictures & Videos,253,,3,,17.14611872146119,
Hafnafjörður,220 Hafnarfjörður,25-34,female,[Life Events] Job Change/Recently Started New Job,252,1.5454545454545454,3,0.5,6.558951965065503,0.009942430606971803
Mosfellsbær,270 Mosfellsbær,25-34,male,[Life Events] Moving/Recently Moved,251,1.008,3,0.5,35.74889867841409,1.2499306860540338
Suðurland,810 Hveragerði,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,251,-0.20569620253164558,3,0,4.473684210526316,-0.4492303872889771
Vesturland,300 Akranes,18-24,male,Sports/Team Sports/Soccer,251,-0.09386281588447654,2,-0.3333333333333333,28.068493150684933,1.5555858339185211
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",55-64,male,Sports/Team Sports/Soccer,250,-0.29178470254957506,3,-0.25,5.053811659192825,-0.8073080481528808
Mosfellsbær,276 Mosfellsbær,25-34,male,News/Sports News,250,,1,,30.923444976076556,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",55-64,female,Arts & Entertainment/Celebrities & Entertainment News,250,-0.6153846153846154,2,-0.7142857142857143,16.283185840707965,-0.36574373499586066
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),55-64,female,Arts & Entertainment/TV & Video/Online Video/Live Video Streaming,250,,3,,15.182978723404256,
Álftanes,225 Álftanes,45-54,male,Sports/Team Sports/Soccer,250,-0.011857707509881422,3,0,35.573913043478264,3.317222456732799
Vesturland,301 Akranes,25-34,male,News/Sports News,249,3.3684210526315788,2,1,11.044776119402986,6.043045641358426
Mosfellsbær,270 Mosfellsbær,65+,male,Arts & Entertainment/TV & Video/Online Video,249,,3,,23.729166666666668,
Reykjavík,110 Reykjavík (Árbær),18-24,male,Sports/Team Sports/Soccer,249,,2,,31.96,
Álftanes,225 Álftanes,25-34,male,News/Sports News,247,-0.29829545454545453,2,0,30.90134529147982,0.24595316557747973
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",65+,female,Arts & Entertainment/Celebrities & Entertainment News,247,0.6466666666666666,3,0.5,11.545871559633028,-0.02009208165476146
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),65+,female,Sports/Team Sports/Soccer,246,,3,,31.009049773755656,
Reykjavík,109 Reykjavík (Breiðholt),25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,246,0.5375,2,1,16.24170616113744,-0.5824356633491613
Reykjavík,101 Reykjavík (Miðborg),45-54,male,Sports/Team Sports/Soccer,246,-0.5535390199637024,3,-0.625,22.804878048780488,0.3731194056862112
Reykjavík,105 Reykjavík (Hlíðar),18-24,male,Sports/Team Sports/Soccer,243,0.2994652406417112,3,2,18.6289592760181,0.5864302969119001
Norðurland,603 Akureyri,25-34,male,[Life Events] Moving/Moving Soon,242,,2,,7.804878048780488,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",45-54,female,Sports/Team Sports/Soccer,240,0.08597285067873303,2,0,13.139013452914797,-0.507050000323543
Vesturland,300 Akranes,35-44,male,News/Sports News,239,0.8968253968253969,2,0,10.290155440414507,-0.3287524695896388
Reykjanes,240 Grindavík,25-34,male,Sports/Team Sports/Soccer,238,0.24607329842931938,2,0,9.83838383838384,0.4689253647586981
Norðurland,603 Akureyri,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,238,,2,,5.142156862745098,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",18-24,female,[Life Events] Job Change/Recently Started New Job,238,-0.42788461538461536,3,-0.4,13.778280542986426,-0.46172071773311657
Garðabær,210 Garðabær,35-44,male,Arts & Entertainment/TV & Video/Online Video,235,-0.47072072072072074,3,-0.4,7.439814814814815,-0.6348788074692451
Vesturland,300 Akranes,25-34,female,Arts & Entertainment/Humor/Funny Pictures & Videos,233,0.5228758169934641,2,0,6.668449197860962,-0.4060114841153771
Vesturland,300 Akranes,35-44,male,Arts & Entertainment/Celebrities & Entertainment News,233,1.0803571428571428,1,-0.5,15.757425742574258,0.6339642903503699
Reykjavík,105 Reykjavík (Hlíðar),65+,female,Arts & Entertainment/TV & Video/Online Video,233,-0.5145833333333333,3,-0.25,12.845794392523365,0.11290989060897506
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",25-34,male,[Life Events] Job Change/Starting New Job Soon,233,1.9493670886075949,3,2,18.3,1.0561797752808988
Vesturland,311 Borgarnes,25-34,male,Arts & Entertainment/TV & Video/Online Video,233,-0.43031784841075793,1,-0.5,53.748768472906406,3.4676785182105725
Vestfirðir,450 Patreksfjörður,25-34,male,Sports/Team Sports/Soccer,233,,1,,5.590163934426229,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),55-64,male,Sports/Team Sports/Soccer,232,0.9333333333333333,2,0,7.4068627450980395,-0.2137966918611019
Mosfellsbær,270 Mosfellsbær,65+,female,Arts & Entertainment/Celebrities & Entertainment News,231,,2,,16.389908256880734,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",45-54,male,Arts & Entertainment/Celebrities & Entertainment News,231,0.5298013245033113,3,0.5,14.057692307692308,-0.1516909814323608
Hafnafjörður,220 Hafnarfjörður,25-34,male,[Life Events] Job Change/Recently Started New Job,230,3.423076923076923,2,1,15.593582887700535,-0.5140503947738753
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,female,Arts & Entertainment/TV & Video/TV Shows & Programs/TV Reality Shows,229,,2,,20.923809523809524,
Reykjavík,109 Reykjavík (Breiðholt),35-44,male,Sports/Team Sports/Soccer,229,-0.44282238442822386,2,-0.5,15.238095238095237,0.11806526098316822
Reykjavík,101 Reykjavík (Miðborg),45-54,female,Arts & Entertainment/TV & Video/Online Video,229,-0.4771689497716895,3,-0.4,13.154589371980677,-0.23232748239760864
Mosfellsbær,276 Mosfellsbær,45-54,female,Arts & Entertainment/Celebrities & Entertainment News,228,,1,,19.495,
Reykjavík,104 Reykjavík (Laugardalur),65+,female,Arts & Entertainment/TV & Video/Online Video,228,,3,,13.888349514563107,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",45-54,male,Arts & Entertainment/TV & Video/Online Video,227,-0.6961178045515395,2,-0.7142857142857143,8.31219512195122,-0.5986601067727415
Reykjavík,101 Reykjavík (Miðborg),18-24,female,[Life Events] Moving/Recently Moved,226,-0.7735470941883767,3,-0.8125,24.71875,0.6844733217340873
Mosfellsbær,276 Mosfellsbær,35-44,female,Arts & Entertainment/Celebrities & Entertainment News,225,,1,,5.690721649484536,
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",25-34,male,[Life Events] Moving/Moving Soon,224,2.9298245614035086,2,1,5.735449735449736,-0.6141287639758587
Kópavogur,"201 Kópavogur (Smárar, Lindir, Salir)",65+,male,Sports/Team Sports/Soccer,224,3.0727272727272728,2,1,10.504950495049505,0.354506510823002
Hafnafjörður,220 Hafnarfjörður,25-34,female,Sports/Team Sports/Soccer,223,,2,,16.682051282051283,
Reykjavík,111 Reykjavík (Breiðholt),18-24,male,Arts & Entertainment/TV & Video/Online Video,223,0.16145833333333334,2,-0.3333333333333333,15.230046948356808,-0.33121550326576893
Mosfellsbær,276 Mosfellsbær,65+,female,Arts & Entertainment/Celebrities & Entertainment News,222,,1,,19.16923076923077,
Reykjavík,104 Reykjavík (Laugardalur),18-24,male,Sports/Team Sports/Soccer,222,,3,,24.067961165048544,
Reykjavík,101 Reykjavík (Miðborg),25-34,female,Food & Drink/Cooking & Recipes,221,0.1631578947368421,3,0,16.95049504950495,0.8785059322523309
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,female,Food & Drink/Cooking & Recipes,221,-0.627318718381113,2,-0.75,11.333333333333334,-0.11252900232018559
Vesturland,300 Akranes,25-34,female,Food & Drink/Cooking & Recipes,221,1.569767441860465,2,1,3.1210526315789475,-0.3693209708208345
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,male,Arts & Entertainment/Celebrities & Entertainment News,220,,3,,25.020725388601036,
Reykjavík,110 Reykjavík (Árbær),18-24,female,[Life Events] Job Change/Recently Started New Job,219,,2,,24.047169811320753,
Reykjavík,110 Reykjavík (Árbær),25-34,male,[Life Events] Moving/Moving Soon,218,1.5348837209302326,2,1,11.22872340425532,-0.5400756943839249
Reykjavík,105 Reykjavík (Hlíðar),65+,male,Arts & Entertainment/TV & Video/Online Video,218,0.379746835443038,2,0,24.885572139303484,-0.38645039104281353
Norðurland,603 Akureyri,45-54,female,Arts & Entertainment/Celebrities & Entertainment News,218,,2,,4.680203045685279,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),18-24,male,Arts & Entertainment/Humor/Funny Pictures & Videos,217,,3,,11.064356435643564,
Reykjavík,111 Reykjavík (Breiðholt),25-34,male,News/Sports News,217,1.17,2,1,21.35678391959799,-0.4759432674816043
Reykjavík,109 Reykjavík (Breiðholt),25-34,male,[Life Events] Moving/Recently Moved,216,0.6119402985074627,3,2,15.225130890052355,-0.7620127904323516
Reykjavík,110 Reykjavík (Árbær),35-44,male,Arts & Entertainment/TV & Video/Online Video,216,0.058823529411764705,2,-0.3333333333333333,29.653061224489797,4.874663072776281
Reykjavík,105 Reykjavík (Hlíðar),18-24,female,[Life Events] Moving/Recently Moved,215,-0.7992530345471522,2,-0.8333333333333334,10.333333333333334,-0.5877321700046269
Mosfellsbær,276 Mosfellsbær,35-44,male,News/Sports News,215,,1,,19.27027027027027,
Vesturland,301 Akranes,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,215,,2,,7.17816091954023,
Reykjavík,110 Reykjavík (Árbær),45-54,female,Arts & Entertainment/TV & Video/Online Video,215,,2,,25.026178010471206,
Vesturland,300 Akranes,25-34,female,Arts & Entertainment/Fun & Trivia/Fun Tests & Silly Surveys,213,,2,,7.044198895027624,
Vesturland,310 Borgarnes,18-24,male,Arts & Entertainment/TV & Video/Online Video,212,,2,,8.23076923076923,
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",25-34,female,Arts & Entertainment/Celebrities & Entertainment News,212,0.9629629629629629,3,0.5,13.812121212121212,1.8401547947002492
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),25-34,male,Online Communities/Feed Aggregation & Social Bookmarking,212,0.6060606060606061,3,0.5,24.99484536082474,-0.1194603714771867
Reykjavík,109 Reykjavík (Breiðholt),25-34,female,Food & Drink/Cooking & Recipes,212,,2,,3.183333333333333,
Vestfirðir,450 Patreksfjörður,25-34,male,News/Sports News,212,,1,,15.385057471264368,
Reykjavík,105 Reykjavík (Hlíðar),65+,female,Law & Government/Government/Royalty,210,1.441860465116279,2,1,9.084656084656086,-0.3647702163027833
Reykjavík,111 Reykjavík (Breiðholt),65+,male,Sports/Team Sports/Soccer,209,1.375,2,1,37.015075376884425,1.5001945476973007
Norðurland,603 Akureyri,35-44,male,News/Sports News,208,,2,,8.357142857142858,
Reykjavík,110 Reykjavík (Árbær),45-54,male,Arts & Entertainment/TV & Video/Online Video,207,,2,,19.79891304347826,
Reykjavík,101 Reykjavík (Miðborg),25-34,male,[Life Events] Job Change/Starting New Job Soon,207,-0.8009615384615385,3,-0.7857142857142857,14.922619047619047,-0.288502774974773
Reykjanes,260 Reykjanesbær,25-34,male,News/Sports News,207,,3,,12.312883435582823,
Reykjavík,109 Reykjavík (Breiðholt),25-34,female,[Life Events] Moving/Recently Moved,205,0.8468468468468469,2,1,12.304347826086957,1.0543287231603882
Vesturland,310 Borgarnes,25-34,female,Arts & Entertainment/TV & Video/Online Video,205,,2,,8.355029585798816,
Vesturland,310 Borgarnes,25-34,male,[Life Events] Moving/Moving Soon,205,,2,,31.525714285714287,
Reykjavík,104 Reykjavík (Laugardalur),25-34,male,Arts & Entertainment/Humor/Funny Pictures & Videos,205,,2,,8.389830508474576,
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,female,Arts & Entertainment/Humor/Funny Pictures & Videos,205,-0.6440972222222222,2,-0.7142857142857143,7.054347826086956,-0.6721858051666955
Hafnafjörður,220 Hafnarfjörður,25-34,female,[Life Events] Moving/Recently Moved,204,-0.42045454545454547,2,-0.6,16.11855670103093,0.12921730844951854
Hafnafjörður,221 Hafnarfjörður,35-44,male,Sports/Team Sports/Soccer,204,3.6363636363636362,2,1,9.68108108108108,-0.43576521306582666
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",25-34,female,Sports/Team Sports/Soccer,204,-0.11304347826086956,3,0,6.259887005649717,-0.6022992995476355
Vesturland,300 Akranes,25-34,female,Beauty & Fitness/Hair Care,204,,2,,15.046783625730994,
Suðurland,810 Hveragerði,45-54,male,Arts & Entertainment/TV & Video/Online Video,204,0.5692307692307692,3,2,17.279329608938546,2.5703877944395432
Norðurland,603 Akureyri,25-34,female,Arts & Entertainment/TV & Video/Online Video,203,,2,,6.2631578947368425,
Vesturland,311 Borgarnes,65+,female,Arts & Entertainment/Celebrities & Entertainment News,201,1.451219512195122,1,0,10.084745762711865,-0.3166014776184267
Mosfellsbær,270 Mosfellsbær,25-34,male,[Life Events] Job Change/Starting New Job Soon,201,-0.0049504950495049506,2,-0.3333333333333333,5.5266272189349115,-0.7327116288554503
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",35-44,male,News/Sports News,201,-0.728744939271255,2,-0.75,20.044692737430168,-0.22285976743064959
Norðurland,603 Akureyri,25-34,male,[Life Events] Job Change/Starting New Job Soon,200,,2,,19.878612716763005,
Hafnafjörður,220 Hafnarfjörður,25-34,male,[Life Events] Moving/Recently Moved,200,1,2,1,11.15028901734104,-0.25443832722088144
Garðabær,210 Garðabær,45-54,male,News/Sports News,200,1.4390243902439024,2,1,68.70175438596492,0.3325361061284412
Mosfellsbær,276 Mosfellsbær,45-54,male,Sports/Team Sports/Soccer,199,,1,,42.19101123595506,
Reykjavík,108 Reykjavík (Háaleiti og Bústaðir),18-24,female,[Life Events] Moving/Recently Moved,199,0.1569767441860465,3,0,12.005524861878452,-0.06259777654194582
Reykjavík,107 Reykjavík (Vesturbær),25-34,male,[Life Events] Job Change/Recently Started New Job,199,0.5426356589147286,1,0,25.093406593406595,-0.07448949382881388
Reykjavík,111 Reykjavík (Breiðholt),45-54,male,Sports/Team Sports/Soccer,199,0.5546875,2,1,11.35195530726257,-0.7113508654676879
Reykjavík,112 Reykjavík (Grafarvogur),65+,female,Arts & Entertainment/Celebrities & Entertainment News,199,,2,,11.762626262626263,
Vesturland,300 Akranes,55-64,female,Hobbies & Leisure/Crafts/Fiber & Textile Arts,198,1.041237113402062,2,1,5.4879518072289155,-0.28154574132492116
Mosfellsbær,270 Mosfellsbær,65+,male,Sports/Team Sports/Soccer,198,0.5348837209302325,2,0,24.706521739130434,-0.11175949034546177
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",45-54,male,News/Sports News,196,-0.5012722646310432,2,-0.6,17.555555555555557,-0.3479309795853386
Reykjavík,"102 Reykjavík, international mail sorting station",45-54,male,Sports/Team Sports/Soccer,196,-0.40425531914893614,2,-0.3333333333333333,33.63978494623656,0.6169924903469034
Norðurland,603 Akureyri,25-34,male,[Life Events] Job Change/Recently Started New Job,195,,2,,20.591463414634145,
Mosfellsbær,276 Mosfellsbær,35-44,female,Arts & Entertainment/TV & Video/Online Video,195,,1,,19.95977011494253,
Mosfellsbær,276 Mosfellsbær,25-34,male,[Life Events] Moving/Moving Soon,194,,1,,7.846625766871166,
Hafnafjörður,221 Hafnarfjörður,25-34,male,[Life Events] Job Change/Starting New Job Soon,194,0.45864661654135336,3,0.5,31.5,0.8922261484098939
Reykjavík,112 Reykjavík (Grafarvogur),25-34,female,Arts & Entertainment/TV & Video/Online Video,193,-0.8276785714285714,3,-0.25,24.14516129032258,4.690160729800174
Reykjavík,109 Reykjavík (Breiðholt),65+,female,Law & Government/Government/Royalty,193,,2,,26.993827160493826,
Garðabær,210 Garðabær,45-54,female,Arts & Entertainment/TV & Video/Online Video,193,-0.1645021645021645,2,0,20.55056179775281,0.33487489497443795
Reykjavík,105 Reykjavík (Hlíðar),25-34,female,Arts & Entertainment/Music & Audio/Pop Music,193,-0.40062111801242234,2,-0.3333333333333333,11.248554913294798,-0.44773007614894905
Reykjavík,110 Reykjavík (Árbær),55-64,female,Arts & Entertainment/Celebrities & Entertainment News,192,,2,,11.045977011494253,
Vesturland,310 Borgarnes,25-34,female,[Life Events] Job Change/Recently Started New Job,191,,2,,38.94512195121951,
Reykjavík,109 Reykjavík (Breiðholt),45-54,male,Arts & Entertainment/Celebrities & Entertainment News,191,,2,,8.341176470588236,
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",25-34,female,Arts & Entertainment/TV & Video/Online Video,191,,2,,5.617647058823529,
Vesturland,300 Akranes,25-34,female,[Life Events] Moving/Recently Moved,191,1.329268292682927,1,0,5.445121951219512,-0.12783760954492657
Reykjavík,101 Reykjavík (Miðborg),65+,female,Arts & Entertainment/TV & Video/Online Video,191,-0.577433628318584,3,-0.5,9.325842696629213,-0.3765041796613549
Vesturland,300 Akranes,45-54,male,News/Sports News,191,1.6527777777777777,2,1,6.894039735099338,0.36982548482429856
Reykjavík,105 Reykjavík (Hlíðar),18-24,female,[Life Events] Job Change/Recently Started New Job,190,-0.5026178010471204,2,-0.5,8.38953488372093,-0.2416361719840209
Reykjavík,110 Reykjavík (Árbær),45-54,female,Sports/Team Sports/Soccer,190,,2,,16.67630057803468,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),25-34,female,Arts & Entertainment/Celebrities & Entertainment News,190,0.10465116279069768,1,0,5.8427672955974845,-0.6239194799215755
Reykjavík,109 Reykjavík (Breiðholt),65+,female,Arts & Entertainment/TV & Video/Online Video,189,2.78,2,1,23.12962962962963,0.33335511982570815
Reykjavík,105 Reykjavík (Hlíðar),45-54,female,Home & Garden/Home & Interior Decor,189,0.0106951871657754,2,0,25.846153846153847,1.08
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",55-64,female,Arts & Entertainment/TV & Video/Online Video,188,-0.3583617747440273,2,-0.5,13.210526315789474,0.2022228797573696
Reykjavík,109 Reykjavík (Breiðholt),65+,female,Sports/Team Sports/Soccer,188,,2,,13.5,
Reykjavík,109 Reykjavík (Breiðholt),25-34,male,[Life Events] Job Change/Recently Started New Job,188,0.062146892655367235,2,0,22.245283018867923,-0.46818219735472133
Garðabær,210 Garðabær,18-24,male,Sports/Team Sports/Soccer,188,-0.39158576051779936,2,-0.6,6.46875,-0.31866034836065577
Reykjavík,109 Reykjavík (Breiðholt),45-54,female,Arts & Entertainment/Celebrities & Entertainment News,187,0.13333333333333333,2,1,17.941935483870967,-0.5287171959471555
Reykjavík,"102 Reykjavík, international mail sorting station",25-34,female,Arts & Entertainment/Celebrities & Entertainment News,187,-0.13425925925925927,2,1,14.488636363636363,-0.6105786851643206
Mosfellsbær,276 Mosfellsbær,25-34,male,Arts & Entertainment/Celebrities & Entertainment News,187,,1,,9.222222222222221,
Kópavogur,"203 Kópavogur (Kórar, Hvörf, Þing)",65+,female,Arts & Entertainment/Celebrities & Entertainment News,186,,2,,37.07954545454545,
Reykjavík,103 Reykjavík (Háaleiti og Bústaðir),45-54,male,Sports/Team Sports/Soccer,186,0.32857142857142857,2,1,10.849397590361447,-0.21306390842800452
Mosfellsbær,276 Mosfellsbær,45-54,male,Arts & Entertainment/TV & Video/Online Video,185,,1,,19.466666666666665,
Hafnafjörður,220 Hafnarfjörður,45-54,female,Arts & Entertainment/Celebrities & Entertainment News,184,0.35294117647058826,2,0,18.941176470588236,-0.5240725039528862
Kópavogur,"200 Kópavogur (Kársnes, Digranes)",65+,male,Arts & Entertainment/TV & Video/Online Video,184,-0.5388471177944862,3,-0.25,23.204678362573098,0.5537524099734222
Vesturland,300 Akranes,35-44,female,Sports/Team Sports/Soccer,184,,2,,4.474025974025974,
